equal_investment,min_market_cap,max_market_cap,min_score_threshold,technical_weight,sentiment_weight,total_operations,roi,avg_profit_per_op,win_rate
0,1000000,100000000000000,-0.5,1.0,0.0,189,1.29,0.7,49.21
0,10000000,100000000000000,-0.5,1.0,0.0,187,1.3,0.71,49.73
0,10000000,1000000000,-0.5,1.0,0.0,87,-2.36,-0.25,39.08
0,50000000,10000000000,-0.5,1.0,0.0,130,0.66,0.22,49.23
0,100000000,1000000000000,-0.5,1.0,0.0,158,1.45,0.92,51.27
0,1000000000,100000000000000,-0.5,1.0,0.0,100,1.66,1.55,59.0
1,1,100000000000000,0,0.0,1.0,156,0.98,0.98,49.36
1,1000000,100000000000000,0,0.0,1.0,156,0.98,0.98,49.36
1,10000000,100000000000000,0,0.0,1.0,154,1.3,1.3,50.0
1,10000000,1000000000,0,0.0,1.0,71,-1.35,-1.35,40.85
1,50000000,10000000000,0,0.0,1.0,106,0.55,0.55,50.0
1,100000000,1000000000000,0,0.0,1.0,127,1.69,1.69,51.97
1,1000000000,100000000000000,0,0.0,1.0,83,3.57,3.57,57.83
1,1,100000000000000,0,0.2,0.8,117,2.01,2.01,53.85
1,1000000,100000000000000,0,0.2,0.8,117,2.01,2.01,53.85
1,10000000,100000000000000,0,0.2,0.8,115,2.46,2.46,54.78
1,10000000,1000000000,0,0.2,0.8,47,1.24,1.24,48.94
1,50000000,10000000000,0,0.2,0.8,74,1.73,1.73,55.41
1,100000000,1000000000000,0,0.2,0.8,98,2.64,2.64,57.14
1,1000000000,100000000000000,0,0.2,0.8,68,3.3,3.3,58.82
1,1,100000000000000,0,0.4,0.6,112,1.35,1.35,54.46
1,1000000,100000000000000,0,0.4,0.6,112,1.35,1.35,54.46
1,10000000,100000000000000,0,0.4,0.6,111,1.58,1.58,54.95
1,10000000,1000000000,0,0.4,0.6,46,-0.04,-0.04,47.83
1,50000000,10000000000,0,0.4,0.6,72,0.8,0.8,55.56
1,100000000,1000000000000,0,0.4,0.6,96,1.96,1.96,57.29
1,1000000000,100000000000000,0,0.4,0.6,65,2.72,2.72,60.0
1,1,100000000000000,0,0.6,0.4,108,1.2,1.2,53.7
1,1000000,100000000000000,0,0.6,0.4,108,1.2,1.2,53.7
1,10000000,100000000000000,0,0.6,0.4,107,1.43,1.43,54.21
1,10000000,1000000000,0,0.6,0.4,43,-0.63,-0.63,46.51
1,50000000,10000000000,0,0.6,0.4,68,0.66,0.66,55.88
1,100000000,1000000000000,0,0.6,0.4,94,1.91,1.91,56.38
1,1000000000,100000000000000,0,0.6,0.4,64,2.82,2.82,59.38
1,1,100000000000000,0,0.7,0.3,107,1.59,1.59,57.01
1,1000000,100000000000000,0,0.7,0.3,107,1.59,1.59,57.01
1,10000000,100000000000000,0,0.7,0.3,106,1.83,1.83,57.55
1,10000000,1000000000,0,0.7,0.3,40,-0.74,-0.74,45.0
1,50000000,10000000000,0,0.7,0.3,69,1.06,1.06,57.97
1,100000000,1000000000000,0,0.7,0.3,95,2.38,2.38,60.0
1,1000000000,100000000000000,0,0.7,0.3,66,3.39,3.39,65.15
1,1,100000000000000,0,0.75,0.25,101,1.82,1.82,58.42
1,1000000,100000000000000,0,0.75,0.25,101,1.82,1.82,58.42
1,10000000,100000000000000,0,0.75,0.25,100,2.08,2.08,59.0
1,10000000,1000000000,0,0.75,0.25,41,-0.94,-0.94,43.9
1,50000000,10000000000,0,0.75,0.25,64,1.27,1.27,59.38
1,100000000,1000000000000,0,0.75,0.25,89,2.69,2.69,61.8
1,1000000000,100000000000000,0,0.75,0.25,59,4.18,4.18,69.49
1,1,100000000000000,0,0.8,0.2,98,2.09,2.09,59.18
1,1000000,100000000000000,0,0.8,0.2,98,2.09,2.09,59.18
1,10000000,100000000000000,0,0.8,0.2,97,2.36,2.36,59.79
1,10000000,1000000000,0,0.8,0.2,40,-0.32,-0.32,45.0
1,50000000,10000000000,0,0.8,0.2,62,1.74,1.74,61.29
1,100000000,1000000000000,0,0.8,0.2,87,3.06,3.06,63.22
1,1000000000,100000000000000,0,0.8,0.2,57,4.23,4.23,70.18
1,1,100000000000000,0,0.85,0.15,98,1.87,1.87,59.18
1,1000000,100000000000000,0,0.85,0.15,98,1.87,1.87,59.18
1,10000000,100000000000000,0,0.85,0.15,97,2.14,2.14,59.79
