score_threshold,equal_investment,technical_weight,sentiment_weight,min_market_cap,max_market_cap,total_operations,roi,avg_profit_per_op,win_rate
0.35,False,0.75,0.25,1000000,100000000000000,14,-0.282857142857143,-0.0042857142857143,57.1464285714286
0,False,0.7,0.3,10000000,1000000000,883,-0.63356738391846,-0.00412231030577576,47.4515628539071
0.3,False,1,0,50000000,10000000000,40,1.0215,-0.0015,52.498
0.35,False,1,0,50000000,10000000000,10,0.422,-0.001,79.998
0.35,False,0.75,0.25,10000000,100000000000000,13,-0.0192307692307693,0.000769230769230761,61.5415384615385
0.35,True,0.2,0.8,1000000000,100000000000000,119,0.00521008403361342,0.00521008403361342,57.983781512605
0.25,True,0.95,0.05,1000000000,100000000000000,76,0.00539473684210527,0.00539473684210527,55.2664473684211
-1,False,0,1,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.2,0.8,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.4,0.6,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.6,0.4,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.7,0.3,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.75,0.25,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.8,0.2,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.85,0.15,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.9,0.1,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,0.95,0.05,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-1,False,1,0,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.4,0.6,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.6,0.4,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.7,0.3,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.75,0.25,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.8,0.2,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.85,0.15,10000000,100000000000000,3123,-0.283611911623439,0.00585014409221901,49.5360454691002
-0.5,False,0.9,0.1,10000000,100000000000000,3122,-0.283292761050609,0.00594811018577833,49.5532575272261
-0.5,False,0.95,0.05,10000000,100000000000000,3122,-0.283292761050609,0.00594811018577833,49.5532575272261
-0.5,False,1,0,10000000,100000000000000,3122,-0.283292761050609,0.00594811018577833,49.5532575272261
-0.5,False,0,1,10000000,100000000000000,3105,-0.274499194847021,0.00619001610305959,49.5637037037037
-0.5,False,0,1,100000000,1000000000000,2717,-0.13965034965035,0.00710710342289288,52.23001472212
-1,False,0,1,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.2,0.8,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.4,0.6,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.6,0.4,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.7,0.3,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.75,0.25,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.8,0.2,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.85,0.15,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.9,0.1,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,0.95,0.05,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-1,False,1,0,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.4,0.6,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.6,0.4,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.7,0.3,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.75,0.25,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.8,0.2,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.85,0.15,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.9,0.1,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.95,0.05,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,1,0,100000000,1000000000000,2732,-0.139791361639824,0.0074597364568082,52.2350402635432
-0.5,False,0.2,0.8,10000000,100000000000000,3115,-0.268157303370786,0.00869983948635635,49.6329470304976
0,False,0,1,1000000000,100000000000000,1425,-0.0181894736842105,0.0088280701754386,53.9640350877193
-0.5,False,0.2,0.8,100000000,1000000000000,2726,-0.129354365370506,0.00997432134996333,52.3137967718269
0.25,False,0,1,10000000,100000000000000,630,-0.177190476190476,0.0143333333333334,51.2706349206349
0.35,False,1,0,10000000,1000000000,16,-2.620625,0.01625,62.499375
0,False,0.75,0.25,10000000,1000000000,872,-0.331456422018349,0.0191743119266055,47.7048853211009
0.3,True,0.4,0.6,100000000,1000000000000,167,0.0235928143712575,0.0235928143712575,58.0859880239521
0.35,False,0.9,0.1,10000000,1000000000,9,-1.66111111111111,0.0266666666666667,66.6677777777778
0.15,False,0.6,0.4,10000000,1000000000,236,-1.14398305084746,0.029364406779661,47.4562288135593
0.1,False,0.7,0.3,10000000,1000000000,390,-0.810512820512821,0.0311025641025641,48.9745641025641
0.2,True,0,1,100000000,1000000000000,680,0.0312058823529412,0.0312058823529412,54.4147058823529
0.25,True,0.95,0.05,10000000,100000000000000,136,0.0363970588235292,0.0363970588235292,54.4089705882353
0,False,0.85,0.15,10000000,1000000000,836,-0.147200956937799,0.0377511961722488,48.088014354067
0,False,0.8,0.2,10000000,1000000000,848,-0.168254716981132,0.0412028301886792,47.9959669811321
0.1,False,0.6,0.4,10000000,1000000000,395,-0.140151898734177,0.0442025316455696,48.6063544303798
0.25,False,0.2,0.8,1,100000000000000,468,-0.418846153846154,0.0476923076923077,51.0659829059829
0.25,False,0.2,0.8,1000000,100000000000000,468,-0.418846153846154,0.0476923076923077,51.0659829059829
0.1,False,0.75,0.25,10000000,1000000000,384,-0.61515625,0.050390625,49.9984895833333
0.35,True,0.4,0.6,100000000,1000000000000,80,0.052375,0.052375,58.749125
0.35,False,0,1,1000000000,100000000000000,204,-0.0956372549019608,0.0537254901960785,57.3542156862745
0,False,0.95,0.05,10000000,1000000000,801,-0.279850187265918,0.0551560549313358,48.1903620474407
0.2,False,0.4,0.6,10000000,1000000000,199,-0.0838693467336684,0.055929648241206,45.7259798994975
0,False,0.9,0.1,10000000,1000000000,818,-0.246234718826406,0.0585085574572127,48.6567359413203
0.25,False,0.2,0.8,10000000,100000000000000,456,-0.337039473684211,0.06875,51.7555921052632
0.25,True,1,0,1,100000000000000,165,0.0698181818181817,0.0698181818181817,50.9067878787879
0.25,True,1,0,1000000,100000000000000,165,0.0698181818181817,0.0698181818181817,50.9067878787879
0.25,True,0.95,0.05,10000000,1000000000,60,0.0716666666666669,0.0716666666666669,53.3325
0.35,False,0.8,0.2,10000000,1000000000,8,-0.6075,0.07375,75.00125
0.35,False,0.85,0.15,10000000,1000000000,8,-0.6075,0.07375,75.00125
0.15,True,1,0,10000000,1000000000,230,0.0746521739130434,0.0746521739130434,53.476652173913
0.2,True,0.4,0.6,50000000,10000000000,328,0.0767682926829268,0.0767682926829268,53.0488414634146
0.1,False,0,1,1,100000000000000,1147,-0.308770706190061,0.0788840453356582,49.5213339145597
0.1,False,0,1,1000000,100000000000000,1147,-0.308770706190061,0.0788840453356582,49.5213339145597
0.35,True,1,0,1,100000000000000,28,0.0792857142857142,0.0792857142857142,53.5735714285714
0.35,True,1,0,1000000,100000000000000,28,0.0792857142857142,0.0792857142857142,53.5735714285714
0.1,False,0,1,100000000,1000000000000,990,-0.133555555555556,0.0799090909090909,53.0303333333333
0,False,1,0,10000000,1000000000,786,-0.00083969465648851,0.0859541984732824,48.7289058524173
0.15,True,0.6,0.4,1,100000000000000,649,0.0895069337442221,0.0895069337442221,54.3901694915254
0.15,True,0.6,0.4,1000000,100000000000000,649,0.0895069337442221,0.0895069337442221,54.3901694915254
0.35,False,0.7,0.3,10000000,1000000000,7,3.99142857142857,0.0914285714285714,85.7142857142857
0.25,False,0.2,0.8,100000000,1000000000000,407,-0.169164619164619,0.0936117936117937,54.0566584766585
0.35,False,0.6,0.4,10000000,1000000000,9,1.21888888888889,0.0944444444444444,66.6666666666667
0.1,False,0,1,10000000,100000000000000,1112,-0.235575539568345,0.0983902877697842,50.4484262589928
0.25,True,0.4,0.6,100000000,1000000000000,283,0.098833922261484,0.098833922261484,55.8297526501767
0.15,False,0.6,0.4,50000000,10000000000,413,-0.246731234866828,0.0988861985472155,54.476803874092
-0.5,False,0,1,1000000000,100000000000000,1692,0.076258865248227,0.099113475177305,53.6644917257683
-1,False,0,1,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.2,0.8,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.4,0.6,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.6,0.4,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.7,0.3,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.75,0.25,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.8,0.2,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.85,0.15,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.9,0.1,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,0.95,0.05,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-1,False,1,0,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.4,0.6,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.6,0.4,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.7,0.3,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.75,0.25,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.8,0.2,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.85,0.15,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.9,0.1,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,0.95,0.05,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
-0.5,False,1,0,1000000000,100000000000000,1697,0.0724749558043606,0.0991514437242192,53.6827578078963
0.15,False,0.75,0.25,10000000,1000000000,208,-0.663942307692308,0.0992788461538462,48.0787980769231
0.1,False,0.75,0.25,50000000,10000000000,680,-0.0172352941176471,0.101235294117647,56.1755294117647
0,True,0.4,0.6,1,100000000000000,2217,0.101691474966171,0.101691474966171,50.8772079386558
0,True,0.4,0.6,1000000,100000000000000,2217,0.101691474966171,0.101691474966171,50.8772079386558
0.25,True,0.9,0.1,1,100000000000000,130,0.102692307692308,0.102692307692308,53.0783076923077
0.25,True,0.9,0.1,1000000,100000000000000,130,0.102692307692308,0.102692307692308,53.0783076923077
-0.5,False,0.2,0.8,1000000000,100000000000000,1695,0.0790560471976401,0.104507374631268,53.7466253687316
0.1,False,1,0,10000000,1000000000,385,0.287792207792208,0.105688311688312,52.7284935064935
0.1,False,0.7,0.3,50000000,10000000000,678,-0.0778908554572271,0.106135693215339,56.3408112094395
0.1,False,0.95,0.05,10000000,1000000000,382,0.273560209424084,0.10738219895288,52.8765968586387
0.15,False,0,1,1,100000000000000,999,-0.206986986986987,0.113103103103103,48.9502302302302
0.15,False,0,1,1000000,100000000000000,999,-0.206986986986987,0.113103103103103,48.9502302302302
0.2,False,0,1,1,100000000000000,799,-0.126495619524405,0.116245306633292,50.1878473091364
0.2,False,0,1,1000000,100000000000000,799,-0.126495619524405,0.116245306633292,50.1878473091364
0.15,False,0,1,100000000,1000000000000,859,-0.0138533178114086,0.121455180442375,52.9672409778813
0.15,False,0.8,0.2,10000000,1000000000,209,-0.544066985645933,0.123397129186603,50.2373684210526
0.1,False,0.9,0.1,10000000,1000000000,383,0.317676240208877,0.125221932114883,52.2194255874674
0.25,False,0.7,0.3,50000000,10000000000,72,-0.648888888888889,0.125277777777778,58.3351388888889
0.2,True,0.6,0.4,1,100000000000000,345,0.125594202898551,0.125594202898551,55.6548695652174
0.2,True,0.6,0.4,1000000,100000000000000,345,0.125594202898551,0.125594202898551,55.6548695652174
0,False,0.8,0.2,50000000,10000000000,1416,0.369781073446328,0.127337570621469,53.6707344632768
0.2,False,0.6,0.4,10000000,1000000000,128,0.151015625,0.127890625,46.8728125
0,False,0.75,0.25,50000000,10000000000,1442,0.35372399445215,0.132163661581137,53.5355409153953
0.35,True,0.7,0.3,100000000,1000000000000,11,0.132727272727273,0.132727272727273,54.5481818181818
0.3,False,0.6,0.4,1,100000000000000,68,-1.12941176470588,0.136029411764706,58.8258823529412
0.3,False,0.6,0.4,1000000,100000000000000,68,-1.12941176470588,0.136029411764706,58.8258823529412
0.3,False,0.6,0.4,10000000,100000000000000,68,-1.12941176470588,0.136029411764706,58.8258823529412
0.15,False,0,1,10000000,100000000000000,967,-0.132140641158221,0.136597724922441,49.9476111685626
0,True,0.2,0.8,1,100000000000000,2212,0.137676311030741,0.137676311030741,50.5399683544304
0,True,0.2,0.8,1000000,100000000000000,2212,0.137676311030741,0.137676311030741,50.5399683544304
0.1,False,0.8,0.2,10000000,1000000000,389,0.90892030848329,0.140437017994859,51.1562724935733
0.2,False,0,1,10000000,100000000000000,772,-0.0391968911917099,0.14169689119171,51.2941191709845
0.25,False,0.6,0.4,1000000000,100000000000000,92,0.349021739130435,0.14195652173913,61.9578260869565
0.15,False,0.7,0.3,10000000,1000000000,220,0.547272727272727,0.142136363636364,48.6325
0.15,True,0,1,100000000,1000000000000,859,0.145692665890571,0.145692665890571,52.9672409778813
0.15,False,0.9,0.1,10000000,1000000000,223,-0.334708520179372,0.148968609865471,52.46533632287
0.2,False,0.9,0.1,50000000,10000000000,187,0.758716577540107,0.149893048128342,57.2204812834225
0.35,False,0.7,0.3,100000000,1000000000000,11,0.166363636363636,0.152727272727273,54.5481818181818
0.25,False,0,1,1000000000,100000000000000,358,0.225195530726257,0.154469273743017,57.2611731843575
0,False,0.85,0.15,50000000,10000000000,1397,0.461352899069435,0.155347172512527,53.9027201145311
0,True,0.4,0.6,10000000,100000000000000,2150,0.156837209302326,0.156837209302326,51.8112325581395
0.35,True,0.95,0.05,10000000,100000000000000,17,0.157058823529412,0.157058823529412,52.9411764705882
0.2,True,0.6,0.4,10000000,100000000000000,338,0.158934911242603,0.158934911242603,56.2118343195266
0.1,False,0.85,0.15,10000000,1000000000,379,0.920474934036939,0.15934036939314,52.2446965699209
0.2,False,0,1,100000000,1000000000000,680,0.113161764705882,0.159382352941176,54.4147058823529
0.35,False,0.7,0.3,1,100000000000000,15,0.402,0.16,66.6673333333333
0.35,False,0.7,0.3,1000000,100000000000000,15,0.402,0.16,66.6673333333333
0.35,False,0.7,0.3,10000000,100000000000000,15,0.402,0.16,66.6673333333333
0.35,False,0.75,0.25,10000000,1000000000,7,3.42714285714286,0.162857142857143,85.7142857142857
0.25,False,0.9,0.1,50000000,10000000000,71,0.80887323943662,0.164366197183099,57.7484507042254
0.1,False,0.2,0.8,1,100000000000000,1087,-0.0422723091076357,0.167184912603496,49.7694480220791
0.1,False,0.2,0.8,1000000,100000000000000,1087,-0.0422723091076357,0.167184912603496,49.7694480220791
0.25,False,0.75,0.25,50000000,10000000000,66,-0.460606060606061,0.167272727272727,57.5763636363636
0.25,False,0.2,0.8,1000000000,100000000000000,260,0.128461538461538,0.169269230769231,57.6948076923077
0.1,False,0.2,0.8,100000000,1000000000000,939,0.102598509052183,0.169318423855165,53.3524494142705
0.2,False,0.85,0.15,10000000,1000000000,104,-0.246153846153846,0.171153846153846,50.9611538461539
0.15,False,0.85,0.15,10000000,1000000000,211,-0.320284360189573,0.175876777251185,51.6569668246445
0,True,0.2,0.8,10000000,100000000000000,2141,0.17725361980383,0.17725361980383,51.5167585240542
0.1,True,0.2,0.8,100000000,1000000000000,939,0.177380191693291,0.177380191693291,53.3524494142705
0.25,True,0.9,0.1,10000000,100000000000000,122,0.182131147540984,0.182131147540984,54.9190983606557
0.1,False,0.2,0.8,10000000,100000000000000,1055,0.024436018957346,0.187526066350711,50.7116587677725
0.15,True,0.2,0.8,100000000,1000000000000,744,0.189018817204301,0.189018817204301,54.9727956989247
0,False,0.95,0.05,50000000,10000000000,1353,0.417309682187731,0.190133037694013,54.1752549889135
0.25,False,0.6,0.4,1,100000000000000,158,0.323291139240506,0.190569620253165,57.5947468354431
0.25,False,0.6,0.4,1000000,100000000000000,158,0.323291139240506,0.190569620253165,57.5947468354431
0,False,0.9,0.1,50000000,10000000000,1373,0.494996358339403,0.191930080116533,54.4088128186453
0.2,False,0.7,0.3,10000000,1000000000,107,-0.703457943925233,0.197570093457944,51.3988785046729
0.2,False,1,0,10000000,1000000000,131,0.373053435114504,0.198091603053435,55.7248854961832
0.25,True,0.8,0.2,1000000000,100000000000000,60,0.198333333333333,0.198333333333333,55.0016666666667
0.2,False,0.8,0.2,10000000,1000000000,105,-0.709904761904762,0.19847619047619,52.3792380952381
0.3,True,0.95,0.05,10000000,100000000000000,59,0.198813559322034,0.198813559322034,52.5437288135593
0.25,False,0.6,0.4,10000000,100000000000000,155,0.381032258064516,0.198903225806452,58.7073548387097
0.25,True,1,0,1000000000,100000000000000,89,0.200786516853933,0.200786516853933,52.8083146067416
0.3,True,0,1,1000000000,100000000000000,275,0.206145454545455,0.206145454545455,54.9095272727273
0.25,False,0.6,0.4,50000000,10000000000,105,0.487714285714286,0.214666666666667,59.05
0.3,False,0.4,0.6,1,100000000000000,187,-0.202780748663102,0.21716577540107,56.1508021390374
0.3,False,0.4,0.6,1000000,100000000000000,187,-0.202780748663102,0.21716577540107,56.1508021390374
0.35,False,0.7,0.3,1000000000,100000000000000,8,0.2675,0.22,50.00125
0.15,False,0.95,0.05,10000000,1000000000,223,1.80493273542601,0.224618834080718,52.9141704035875
0.25,True,1,0,10000000,100000000000000,155,0.230774193548387,0.230774193548387,52.9041290322581
0.25,True,0.75,0.25,10000000,100000000000000,110,0.235272727272727,0.235272727272727,56.362
0.2,False,0.95,0.05,10000000,1000000000,123,0.639024390243902,0.235772357723577,52.8453658536585
0.3,True,0.6,0.4,1000000000,100000000000000,41,0.236829268292683,0.236829268292683,60.9758536585366
0.1,False,0.8,0.2,50000000,10000000000,688,0.825508720930232,0.236889534883721,56.9762790697674
0.2,False,1,0,50000000,10000000000,223,0.74914798206278,0.237040358744395,58.2966816143498
0,False,1,0,50000000,10000000000,1328,0.611317771084337,0.243012048192771,54.5925978915663
0.1,False,1,0,50000000,10000000000,678,0.959675516224189,0.244749262536873,57.8173746312684
0.2,False,0.75,0.25,10000000,1000000000,105,-0.416476190476191,0.244952380952381,53.3330476190476
0.15,True,0.4,0.6,100000000,1000000000000,645,0.249395348837209,0.249395348837209,55.8157209302326
0.25,False,0.9,0.1,10000000,1000000000,55,-0.245636363636364,0.250363636363636,52.7294545454545
0.1,False,0,1,1000000000,100000000000000,678,0.143908554572271,0.250929203539823,54.4240707964602
0.2,False,0.9,0.1,10000000,1000000000,110,0.787181818181818,0.253,51.8153636363636
0.1,False,0.9,0.1,50000000,10000000000,682,0.939428152492669,0.256187683284457,58.0654252199414
0.1,False,0.85,0.15,50000000,10000000000,676,1.07797337278107,0.261331360946746,57.9882988165681
0,True,0.6,0.4,1,100000000000000,2180,0.264284403669725,0.264284403669725,51.5149128440367
0,True,0.6,0.4,1000000,100000000000000,2180,0.264284403669725,0.264284403669725,51.5149128440367
0.3,True,0.9,0.1,10000000,100000000000000,48,0.266875,0.266875,52.0841666666667
0.25,False,0.95,0.05,10000000,1000000000,60,0.481166666666667,0.267666666666667,53.3325
0.3,False,0.4,0.6,10000000,100000000000000,183,-0.0133879781420765,0.267704918032787,57.3750819672131
0.15,True,0.6,0.4,10000000,100000000000000,632,0.269034810126582,0.269034810126582,55.3822626582279
0.25,True,1,0,10000000,1000000000,66,0.269848484848485,0.269848484848485,53.0331818181818
0.15,False,1,0,10000000,1000000000,230,2.43886956521739,0.26995652173913,53.476652173913
0.25,False,1,0,10000000,1000000000,66,0.343333333333333,0.27030303030303,53.0331818181818
0.1,True,0,1,100000000,1000000000000,990,0.275010101010101,0.275010101010101,53.0303333333333
0.15,True,0.6,0.4,50000000,10000000000,413,0.281622276029056,0.281622276029056,54.476803874092
0.25,True,0.75,0.25,1,100000000000000,115,0.283652173913044,0.283652173913044,55.6524347826087
0.25,True,0.75,0.25,1000000,100000000000000,115,0.283652173913044,0.283652173913044,55.6524347826087
0.3,False,0.6,0.4,1000000000,100000000000000,41,0.384878048780488,0.284634146341463,60.9758536585366
0,True,0.6,0.4,10000000,100000000000000,2121,0.287265440829797,0.287265440829797,52.3810985384253
0.25,False,0.6,0.4,10000000,1000000000,63,-0.0257142857142858,0.287619047619048,53.9671428571429
0.35,False,0.6,0.4,1,100000000000000,20,1.1765,0.2925,60.0025
0.35,False,0.6,0.4,1000000,100000000000000,20,1.1765,0.2925,60.0025
0.35,False,0.6,0.4,10000000,100000000000000,20,1.1765,0.2925,60.0025
0.2,False,0.95,0.05,50000000,10000000000,209,0.899090909090909,0.292631578947368,57.42
0.1,False,0.95,0.05,50000000,10000000000,680,1.10023529411765,0.294397058823529,58.3842941176471
0,False,0.2,0.8,1,100000000000000,2212,0.111948462929476,0.298444846292948,50.5399683544304
0,False,0.2,0.8,1000000,100000000000000,2212,0.111948462929476,0.298444846292948,50.5399683544304
0.2,False,0.85,0.15,50000000,10000000000,175,0.891771428571429,0.308685714285714,57.7178857142857
0.25,False,0.85,0.15,10000000,1000000000,53,0.757358490566038,0.315283018867925,50.9432075471698
0.35,False,0.6,0.4,100000000,1000000000000,16,0.73875,0.31625,56.25
0.25,False,0.6,0.4,100000000,1000000000000,135,0.824962962962963,0.319481481481482,60.7423703703704
0,True,0.8,0.2,1,100000000000000,2116,0.319740075614367,0.319740075614367,52.2675708884688
0,True,0.8,0.2,1000000,100000000000000,2116,0.319740075614367,0.319740075614367,52.2675708884688
0.2,True,0.9,0.1,1,100000000000000,304,0.32141447368421,0.32141447368421,55.9227302631579
0.2,True,0.9,0.1,1000000,100000000000000,304,0.32141447368421,0.32141447368421,55.9227302631579
0.15,False,0,1,1000000000,100000000000000,585,0.244034188034188,0.321675213675214,54.7003931623932
0,False,0.4,0.6,1,100000000000000,2217,0.13637798827244,0.33170951736581,50.8772079386558
0,False,0.4,0.6,1000000,100000000000000,2217,0.13637798827244,0.33170951736581,50.8772079386558
0.2,True,0.4,0.6,1,100000000000000,500,0.33448,0.33448,53.6031
0.2,True,0.4,0.6,1000000,100000000000000,500,0.33448,0.33448,53.6031
0.2,True,1,0,10000000,1000000000,131,0.337557251908397,0.337557251908397,55.7248854961832
0.25,False,0.8,0.2,10000000,1000000000,51,0.476470588235294,0.338235294117647,52.9425490196078
0.15,False,0.2,0.8,1,100000000000000,864,0.0406712962962963,0.342731481481481,50.9270717592593
0.15,False,0.2,0.8,1000000,100000000000000,864,0.0406712962962963,0.342731481481481,50.9270717592593
0.3,True,0.7,0.3,10000000,1000000000,17,0.344117647058824,0.344117647058824,64.7064705882353
0,False,0.2,0.8,10000000,100000000000000,2141,0.245091078935077,0.34478748248482,51.5167585240542
0.3,True,0.6,0.4,100000000,1000000000000,57,0.349824561403509,0.349824561403509,59.6491228070175
0.35,True,0,1,1000000000,100000000000000,204,0.354852941176471,0.354852941176471,57.3542156862745
0.3,False,0.4,0.6,100000000,1000000000000,167,0.244131736526946,0.365508982035928,58.0859880239521
0.2,True,0.85,0.15,1,100000000000000,286,0.366293706293706,0.366293706293706,55.9398601398601
0.2,True,0.85,0.15,1000000,100000000000000,286,0.366293706293706,0.366293706293706,55.9398601398601
0.25,False,0.7,0.3,10000000,1000000000,48,-2.14041666666667,0.366458333333333,49.99875
0.25,False,0.75,0.25,10000000,1000000000,49,-0.0255102040816328,0.367755102040816,51.0212244897959
0,False,0.2,0.8,100000000,1000000000000,1881,0.322690058479532,0.370276448697501,54.1759117490697
0.25,True,0.6,0.4,1,100000000000000,158,0.371962025316456,0.371962025316456,57.5947468354431
0.25,True,0.6,0.4,1000000,100000000000000,158,0.371962025316456,0.371962025316456,57.5947468354431
0,True,0.85,0.15,1,100000000000000,2090,0.374540669856459,0.374540669856459,52.4861626794258
0,True,0.85,0.15,1000000,100000000000000,2090,0.374540669856459,0.374540669856459,52.4861626794258
0.15,False,0.2,0.8,10000000,100000000000000,840,0.129773809523809,0.375142857142857,51.9065119047619
0,True,0.4,0.6,50000000,10000000000,1486,0.376386271870794,0.376386271870794,52.3572207267833
0,False,0.4,0.6,10000000,100000000000000,2150,0.270916279069767,0.377874418604651,51.8112325581395
0.2,True,0.7,0.3,1,100000000000000,294,0.379591836734694,0.379591836734694,56.8024829931973
0.2,True,0.7,0.3,1000000,100000000000000,294,0.379591836734694,0.379591836734694,56.8024829931973
0.2,False,0.8,0.2,50000000,10000000000,177,1.05728813559322,0.380169491525424,58.7593785310734
0.15,False,0.7,0.3,50000000,10000000000,382,0.75,0.380418848167539,56.0179581151833
0.1,True,0.4,0.6,100000000,1000000000000,915,0.380775956284153,0.380775956284153,55.3003387978142
0.1,True,0.7,0.3,1,100000000000000,1068,0.381741573033708,0.381741573033708,55.1481647940075
0.1,True,0.7,0.3,1000000,100000000000000,1068,0.381741573033708,0.381741573033708,55.1481647940075
0,True,0,1,100000000,1000000000000,2328,0.381756872852234,0.381756872852234,52.3648152920962
0,True,0.7,0.3,1,100000000000000,2179,0.381932078935291,0.381932078935291,51.8099586966498
0,True,0.7,0.3,1000000,100000000000000,2179,0.381932078935291,0.381932078935291,51.8099586966498
0.2,False,0,1,1000000000,100000000000000,458,0.375589519650655,0.38353711790393,57.4260262008734
0.2,False,0.7,0.3,50000000,10000000000,177,0.955988700564972,0.385197740112994,58.7602259887006
-1,True,0,1,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.2,0.8,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.4,0.6,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.6,0.4,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.7,0.3,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
