score_threshold,equal_investment,technical_weight,sentiment_weight,min_market_cap,max_market_cap,total_operations,roi,avg_profit_per_op,win_rate
0.2,False,0.8,0.2,1000000,100000000000000,288,0.350625,1.01364583333333,56.5961458333333
0.15,False,0.9,0.1,1,100000000000000,624,0.990705128205128,1.0163141025641,56.2466025641026
0.15,False,0.9,0.1,1000000,100000000000000,624,0.990705128205128,1.0163141025641,56.2466025641026
0.15,False,0.95,0.05,1,100000000000000,635,1.20077165354331,1.01924409448819,56.5350866141732
0.15,False,0.95,0.05,1000000,100000000000000,635,1.20077165354331,1.01924409448819,56.5350866141732
0.3,True,1,0,1,100000000000000,75,1.02173333333333,1.02173333333333,53.3337333333333
0.3,True,1,0,1000000,100000000000000,75,1.02173333333333,1.02173333333333,53.3337333333333
0.1,False,0.85,0.15,1,100000000000000,1059,0.86247403210576,1.022313503305,56.2802360717658
0.1,False,0.85,0.15,1000000,100000000000000,1059,0.86247403210576,1.022313503305,56.2802360717658
0.15,False,0.85,0.15,1,100000000000000,598,0.991571906354515,1.0223745819398,56.6863377926421
0.15,False,0.85,0.15,1000000,100000000000000,598,0.991571906354515,1.0223745819398,56.6863377926421
0.2,True,0.2,0.8,1000000000,100000000000000,377,1.02334217506631,1.02334217506631,59.1542440318302
0.15,False,0.4,0.6,100000000,1000000000000,645,0.743612403100775,1.02652713178295,55.8157209302326
0.15,False,0.6,0.4,100000000,1000000000000,566,0.853992932862191,1.02871024734982,56.8891166077739
0.25,True,1,0,50000000,10000000000,100,1.031,1.031,53.9992
0.1,False,0.75,0.25,10000000,100000000000000,1038,0.791502890173411,1.03145472061657,56.0670809248555
0.15,False,0.8,0.2,10000000,100000000000000,576,1.23267361111111,1.03194444444444,58.3360763888889
0.1,True,0.7,0.3,100000000,1000000000000,934,1.03251605995717,1.03251605995717,58.0330192719486
0.15,True,0.4,0.6,1000000000,100000000000000,450,1.03366666666667,1.03366666666667,59.1096444444444
0.15,True,1,0,10000000,100000000000000,643,1.03609642301711,1.03609642301711,57.2310419906687
0.15,False,1,0,100000000,1000000000000,570,1.40614035087719,1.04270175438597,59.6502280701754
0.2,False,0.75,0.25,1,100000000000000,280,0.45225,1.04357142857143,57.1407142857143
0.2,False,0.75,0.25,1000000,100000000000000,280,0.45225,1.04357142857143,57.1407142857143
0.25,True,0.4,0.6,1000000000,100000000000000,181,1.04640883977901,1.04640883977901,61.324861878453
0,False,0.7,0.3,1000000000,100000000000000,1239,0.844334140435835,1.04708635996772,56.3338014527845
0.2,False,0.4,0.6,10000000,100000000000000,489,0.435419222903886,1.04713701431493,54.3977300613497
0,True,0.4,0.6,1000000000,100000000000000,1228,1.04952768729642,1.04952768729642,55.7003175895765
0,True,0.2,0.8,1000000000,100000000000000,1217,1.05310599835661,1.05310599835661,55.3792276088743
0.1,False,0.8,0.2,1,100000000000000,1074,0.875828677839851,1.0606052141527,55.4943482309125
0.1,False,0.8,0.2,1000000,100000000000000,1074,0.875828677839851,1.0606052141527,55.4943482309125
0.15,False,0.95,0.05,10000000,100000000000000,616,1.38944805194805,1.06209415584416,57.6323051948052
0.1,False,0.9,0.1,10000000,100000000000000,1037,1.33759884281581,1.06267116682739,57.1848794599807
0.15,False,0.9,0.1,10000000,100000000000000,605,1.1544132231405,1.06398347107438,57.3528925619835
0.15,False,0.85,0.15,10000000,100000000000000,579,1.16642487046632,1.06982728842832,58.030207253886
0,True,0.75,0.25,100000000,1000000000000,1868,1.07402034261242,1.07402034261242,55.4065685224839
0.25,True,0.8,0.2,100000000,1000000000000,85,1.07658823529412,1.07658823529412,58.8241176470588
0.2,False,0.85,0.15,10000000,100000000000000,274,0.847445255474453,1.07693430656934,57.6631751824818
0.15,False,0.8,0.2,100000000,1000000000000,508,1.38982283464567,1.07986220472441,61.2193307086614
0.2,False,0.8,0.2,10000000,100000000000000,277,0.705270758122744,1.08061371841155,58.1261732851986
0.2,False,0.9,0.1,10000000,100000000000000,291,1.10900343642612,1.08079037800687,57.7312714776632
0.1,False,0.75,0.25,100000000,1000000000000,931,0.992631578947368,1.08992481203008,58.1127604726101
0.1,False,0.85,0.15,10000000,100000000000000,1033,1.17507260406583,1.09748305905131,57.3090997095837
0.1,False,0.9,0.1,100000000,1000000000000,932,1.38929184549356,1.10261802575107,59.6553111587983
0.2,False,0.4,0.6,100000000,1000000000000,439,0.643621867881549,1.10293849658314,56.2625056947608
0.2,False,0.75,0.25,10000000,100000000000000,269,0.805724907063197,1.1124907063197,58.73843866171
0,True,0.8,0.2,100000000,1000000000000,1841,1.11788701792504,1.11788701792504,55.5146116241173
0.1,True,0.75,0.25,100000000,1000000000000,931,1.12184747583244,1.12184747583244,58.1127604726101
0.15,False,0.85,0.15,100000000,1000000000000,511,1.38980430528376,1.12432485322896,60.6671037181996
0.15,False,0.9,0.1,100000000,1000000000000,533,1.33609756097561,1.12440900562852,60.0399249530957
0.15,False,0.95,0.05,100000000,1000000000000,540,1.5395,1.12868518518519,60.5548518518519
0.1,False,0.8,0.2,10000000,100000000000000,1047,1.17862464183381,1.13106972301815,56.5441451766953
0.1,True,0.8,0.2,50000000,10000000000,688,1.13149709302326,1.13149709302326,56.9762790697674
0.1,False,0.85,0.15,100000000,1000000000000,929,1.28725511302476,1.13491926803014,59.5266738428418
0.3,True,0.95,0.05,50000000,10000000000,33,1.13909090909091,1.13909090909091,54.5454545454546
0.35,True,0.85,0.15,1,100000000000000,14,1.14928571428571,1.14928571428571,49.9971428571429
0.35,True,0.85,0.15,1000000,100000000000000,14,1.14928571428571,1.14928571428571,49.9971428571429
0.15,False,0.7,0.3,1,100000000000000,607,1.08186161449753,1.15439868204283,55.520197693575
0.15,False,0.7,0.3,1000000,100000000000000,607,1.08186161449753,1.15439868204283,55.520197693575
0.25,False,1,0,1,100000000000000,165,0.318848484848485,1.15981818181818,50.9067878787879
0.25,False,1,0,1000000,100000000000000,165,0.318848484848485,1.15981818181818,50.9067878787879
0.25,False,0.95,0.05,1,100000000000000,146,0.14972602739726,1.16205479452055,52.0564383561644
0.25,False,0.95,0.05,1000000,100000000000000,146,0.14972602739726,1.16205479452055,52.0564383561644
0.1,False,0.8,0.2,100000000,1000000000000,942,1.29875796178344,1.1744161358811,58.5996284501062
0,True,0.85,0.15,100000000,1000000000000,1817,1.17471656576775,1.17471656576775,55.696598789213
0.2,False,0.2,0.8,1000000000,100000000000000,377,0.923527851458886,1.17909814323607,59.1542440318302
0.15,True,0.7,0.3,100000000,1000000000000,524,1.1838358778626,1.1838358778626,58.5863358778626
0,True,0.6,0.4,1000000000,100000000000000,1224,1.19436274509804,1.19436274509804,56.2064624183007
0.35,True,0.8,0.2,1,100000000000000,15,1.196,1.196,53.3333333333333
0.35,True,0.8,0.2,1000000,100000000000000,15,1.196,1.196,53.3333333333333
0.15,False,0.7,0.3,10000000,100000000000000,592,1.22864864864865,1.19966216216216,56.5855236486487
0,False,0.75,0.25,1000000000,100000000000000,1222,1.00045008183306,1.2059410801964,56.8711374795417
0.2,False,1,0,1,100000000000000,361,0.402382271468144,1.20711911357341,57.0646537396122
0.2,False,1,0,1000000,100000000000000,361,0.402382271468144,1.20711911357341,57.0646537396122
0.2,True,0.9,0.1,50000000,10000000000,187,1.21096256684492,1.21096256684492,57.2204812834225
0,False,0.8,0.2,1000000000,100000000000000,1212,1.00780528052805,1.22236798679868,56.7680445544554
0.15,True,0.6,0.4,1000000000,100000000000000,396,1.22767676767677,1.22767676767677,60.1024242424242
0,False,0.85,0.15,1000000000,100000000000000,1198,1.02570116861436,1.2321285475793,57.0958514190317
0.2,False,0.95,0.05,1,100000000000000,331,0.35833836858006,1.23942598187311,56.1925981873112
0.2,False,0.95,0.05,1000000,100000000000000,331,0.35833836858006,1.23942598187311,56.1925981873112
0.15,True,0.75,0.25,50000000,10000000000,375,1.23976,1.23976,57.0672
0,True,0.7,0.3,1000000000,100000000000000,1239,1.24676351896691,1.24676351896691,56.3338014527845
0,True,0.95,0.05,100000000,1000000000000,1755,1.25580056980057,1.25580056980057,56.0134017094017
0.2,True,0.9,0.1,100000000,1000000000000,250,1.2568,1.2568,60.0004
0,True,0.9,0.1,100000000,1000000000000,1785,1.26142857142857,1.26142857142857,56.1324033613445
0.2,False,1,0,10000000,100000000000000,347,0.738731988472623,1.27835734870317,58.791469740634
0.1,False,1,0,1000000000,100000000000000,651,1.18468509984639,1.28350230414747,58.6791705069124
0.15,False,0.75,0.25,1,100000000000000,594,1.23200336700337,1.28375420875421,56.4
0.15,False,0.75,0.25,1000000,100000000000000,594,1.23200336700337,1.28375420875421,56.4
0.25,False,1,0,10000000,100000000000000,155,1.06761290322581,1.2838064516129,52.9041290322581
0.2,False,0.9,0.1,100000000,1000000000000,250,1.42324,1.28936,60.0004
0.2,False,0.85,0.15,100000000,1000000000000,234,1.22183760683761,1.29790598290598,59.8305555555556
0.25,True,0.6,0.4,1000000000,100000000000000,92,1.29934782608696,1.29934782608696,61.9578260869565
0.2,False,0.8,0.2,100000000,1000000000000,240,1.25425,1.299625,60.836
0.25,False,0.95,0.05,10000000,100000000000000,136,0.997794117647059,1.3025,54.4089705882353
0.15,False,0.7,0.3,100000000,1000000000000,524,1.42501908396947,1.30440839694657,58.5863358778626
0.2,True,0.95,0.05,1000000000,100000000000000,195,1.3108717948718,1.3108717948718,61.0241538461538
0.2,False,0.95,0.05,10000000,100000000000000,318,0.714402515723271,1.31440251572327,57.86
0.1,False,0.95,0.05,1000000000,100000000000000,657,1.22512937595129,1.31500761035008,59.3583866057839
0.1,True,0.85,0.15,50000000,10000000000,676,1.32096153846154,1.32096153846154,57.9882988165681
0.2,True,1,0,1000000000,100000000000000,216,1.32157407407407,1.32157407407407,60.6492592592593
0.2,True,0.85,0.15,100000000,1000000000000,234,1.32367521367521,1.32367521367521,59.8305555555556
0.1,True,0.9,0.1,50000000,10000000000,682,1.32598240469208,1.32598240469208,58.0654252199414
0.2,True,0.95,0.05,100000000,1000000000000,276,1.32641304347826,1.32641304347826,59.7814855072464
0.2,True,0.7,0.3,50000000,10000000000,177,1.32802259887006,1.32802259887006,58.7602259887006
0.1,True,0.8,0.2,100000000,1000000000000,942,1.32807855626327,1.32807855626327,58.5996284501062
0.2,False,0.7,0.3,1,100000000000000,294,1.02721088435374,1.33142857142857,56.8024829931973
0.2,False,0.7,0.3,1000000,100000000000000,294,1.02721088435374,1.33142857142857,56.8024829931973
0.1,False,0.6,0.4,1000000000,100000000000000,652,1.01674846625767,1.33203987730061,60.4279141104294
0.15,False,0.75,0.25,10000000,100000000000000,577,1.39417677642981,1.33511265164645,57.7135008665511
0.2,True,0.85,0.15,1000000000,100000000000000,170,1.33641176470588,1.33641176470588,61.7602941176471
0.2,False,0.75,0.25,100000000,1000000000000,233,1.34403433476395,1.33785407725322,61.8031330472103
0.2,True,0.85,0.15,50000000,10000000000,175,1.34194285714286,1.34194285714286,57.7178857142857
0,False,0.9,0.1,1000000000,100000000000000,1180,1.12672033898305,1.35061016949153,57.3761694915254
0,True,1,0,100000000,1000000000000,1719,1.35853984874927,1.35853984874927,56.485154159395
0,False,0.95,0.05,1000000000,100000000000000,1163,1.12091143594153,1.35957007738607,57.4361392949269
0.15,True,0.75,0.25,100000000,1000000000000,510,1.3748431372549,1.3748431372549,59.999568627451
0.2,True,0.8,0.2,1000000000,100000000000000,172,1.37622093023256,1.37622093023256,61.6274418604651
0,True,0.75,0.25,1000000000,100000000000000,1222,1.37759410801964,1.37759410801964,56.8711374795417
0,True,0.8,0.2,1000000000,100000000000000,1212,1.38140264026403,1.38140264026403,56.7680445544554
0.1,True,1,0,50000000,10000000000,678,1.38174041297935,1.38174041297935,57.8173746312684
0.1,True,0.6,0.4,1000000000,100000000000000,652,1.38193251533742,1.38193251533742,60.4279141104294
0.2,False,0.7,0.3,10000000,100000000000000,284,1.16457746478873,1.38556338028169,58.0982394366197
0.3,True,1,0,100000000,1000000000000,53,1.38698113207547,1.38698113207547,56.6018867924528
0.1,True,0.75,0.25,1000000000,100000000000000,654,1.39477064220183,1.39477064220183,59.6327217125382
0.15,False,1,0,1000000000,100000000000000,413,1.24230024213075,1.39849878934625,59.3253995157385
0.2,False,1,0,100000000,1000000000000,303,1.05468646864686,1.41485148514851,60.7285478547855
0.2,True,0.95,0.05,50000000,10000000000,209,1.41961722488038,1.41961722488038,57.42
0.25,True,0.75,0.25,100000000,1000000000000,88,1.42113636363636,1.42113636363636,60.2240909090909
0.15,False,0.75,0.25,100000000,1000000000000,510,1.58709803921569,1.42296078431373,59.999568627451
0,False,1,0,1000000000,100000000000000,1136,1.15536091549296,1.4249823943662,57.8348767605634
0,True,0.85,0.15,1000000000,100000000000000,1198,1.43944908180301,1.43944908180301,57.0958514190317
0.1,True,0.95,0.05,50000000,10000000000,680,1.444,1.444,58.3842941176471
0.1,True,0.7,0.3,1000000000,100000000000000,652,1.45383435582822,1.45383435582822,60.273972392638
0.25,True,0.7,0.3,100000000,1000000000000,96,1.4675,1.4675,60.4147916666667
0.2,True,0.6,0.4,1000000000,100000000000000,210,1.46790476190476,1.46790476190476,61.9088571428572
0.25,True,0.6,0.4,100000000,1000000000000,135,1.46859259259259,1.46859259259259,60.7423703703704
0.1,True,0.85,0.15,100000000,1000000000000,929,1.47006458557589,1.47006458557589,59.5266738428418
0.2,True,0.75,0.25,1000000000,100000000000000,164,1.47286585365854,1.47286585365854,62.1990853658537
0.35,True,0.85,0.15,10000000,100000000000000,13,1.47692307692308,1.47692307692308,53.8438461538462
0.2,True,0.8,0.2,100000000,1000000000000,240,1.480375,1.480375,60.836
0,True,0.95,0.05,1000000000,100000000000000,1163,1.4813671539123,1.4813671539123,57.4361392949269
0.2,True,0.7,0.3,100000000,1000000000000,247,1.49356275303644,1.49356275303644,61.5357489878543
0,True,0.9,0.1,1000000000,100000000000000,1180,1.49584745762712,1.49584745762712,57.3761694915254
0.25,True,0.75,0.25,50000000,10000000000,66,1.50242424242424,1.50242424242424,57.5763636363636
0.2,True,0.75,0.25,100000000,1000000000000,233,1.50334763948498,1.50334763948498,61.8031330472103
0.35,True,0.8,0.2,10000000,100000000000000,14,1.50357142857143,1.50357142857143,57.1435714285714
0.1,True,0.8,0.2,1000000000,100000000000000,658,1.51296352583587,1.51296352583587,59.7289817629179
0.3,True,1,0,50000000,10000000000,40,1.5175,1.5175,52.498
0.35,True,0.6,0.4,10000000,1000000000,9,1.52111111111111,1.52111111111111,66.6666666666667
0.15,True,0.7,0.3,1000000000,100000000000000,372,1.52155913978495,1.52155913978495,61.2895698924731
0.2,True,1,0,100000000,1000000000000,303,1.52224422442244,1.52224422442244,60.7285478547855
0.1,False,0.7,0.3,1000000000,100000000000000,652,1.19383435582822,1.52529141104294,60.273972392638
0.2,True,0.8,0.2,50000000,10000000000,177,1.53610169491525,1.53610169491525,58.7593785310734
0.15,False,0.95,0.05,1000000000,100000000000000,393,1.33,1.53770992366412,60.3086513994911
0.25,False,1,0,100000000,1000000000000,130,1.31930769230769,1.53884615384615,54.6167692307692
0.2,False,0.95,0.05,100000000,1000000000000,276,1.16413043478261,1.53898550724638,59.7814855072464
0.2,True,0.7,0.3,1000000000,100000000000000,177,1.54118644067797,1.54118644067797,62.1500564971751
0.15,False,0.8,0.2,1000000000,100000000000000,367,1.35904632152589,1.54547683923706,62.9446321525886
0.1,True,1,0,100000000,1000000000000,926,1.54605831533477,1.54605831533477,59.0719114470842
0.1,True,0.95,0.05,100000000,1000000000000,936,1.5517094017094,1.5517094017094,59.2916239316239
0.1,True,0.9,0.1,100000000,1000000000000,932,1.55173819742489,1.55173819742489,59.6553111587983
0.15,True,0.8,0.2,100000000,1000000000000,508,1.55364173228346,1.55364173228346,61.2193307086614
0.1,True,1,0,1000000000,100000000000000,651,1.56115207373272,1.56115207373272,58.6791705069124
0.15,True,1,0,1000000000,100000000000000,413,1.56290556900726,1.56290556900726,59.3253995157385
0.15,True,0.8,0.2,50000000,10000000000,376,1.56351063829787,1.56351063829787,59.5753723404255
0,True,1,0,1000000000,100000000000000,1136,1.57174295774648,1.57174295774648,57.8348767605634
0.2,True,0.75,0.25,50000000,10000000000,169,1.57254437869822,1.57254437869822,59.766449704142
0.15,True,0.9,0.1,100000000,1000000000000,533,1.57720450281426,1.57720450281426,60.0399249530957
0.15,False,0.85,0.15,1000000000,100000000000000,368,1.36997282608696,1.58285326086957,61.6879891304348
0.2,False,0.9,0.1,1000000000,100000000000000,181,1.20988950276243,1.58546961325967,61.3242541436464
0.1,True,0.85,0.15,1000000000,100000000000000,654,1.58934250764526,1.58934250764526,60.2448165137615
0.15,False,0.6,0.4,1000000000,100000000000000,396,1.19515151515152,1.59030303030303,60.1024242424242
0.15,False,0.9,0.1,1000000000,100000000000000,382,1.37356020942408,1.59759162303665,60.2121204188482
0.1,False,0.75,0.25,1000000000,100000000000000,654,1.30305810397554,1.61128440366973,59.6327217125382
0.1,False,0.9,0.1,1000000000,100000000000000,654,1.45012232415902,1.6117125382263,60.0929663608563
0.25,False,0.95,0.05,100000000,1000000000000,110,1.28363636363636,1.61618181818182,57.276
0.15,True,0.85,0.15,100000000,1000000000000,511,1.61900195694716,1.61900195694716,60.6671037181996
0.2,False,0.8,0.2,1000000000,100000000000000,172,1.14831395348837,1.62069767441861,61.6274418604651
0.2,False,0.6,0.4,1,100000000000000,345,1.11263768115942,1.62072463768116,55.6548695652174
0.2,False,0.6,0.4,1000000,100000000000000,345,1.11263768115942,1.62072463768116,55.6548695652174
0.15,True,0.95,0.05,1000000000,100000000000000,393,1.62882951653944,1.62882951653944,60.3086513994911
0.2,False,0.85,0.15,1000000000,100000000000000,170,1.13964705882353,1.63005882352941,61.7602941176471
0.1,False,0.85,0.15,1000000000,100000000000000,654,1.40282874617737,1.63697247706422,60.2448165137615
0.2,False,0.7,0.3,100000000,1000000000000,247,1.73635627530364,1.63753036437247,61.5357489878543
0.1,True,0.95,0.05,1000000000,100000000000000,657,1.63802130898021,1.63802130898021,59.3583866057839
0.15,False,0.4,0.6,1000000000,100000000000000,450,1.16231111111111,1.64188888888889,59.1096444444444
0.15,True,0.9,0.1,1000000000,100000000000000,382,1.64570680628272,1.64570680628272,60.2121204188482
0.15,True,0.95,0.05,100000000,1000000000000,540,1.64825925925926,1.64825925925926,60.5548518518519
0.15,True,0.9,0.1,50000000,10000000000,395,1.65858227848101,1.65858227848101,59.4948607594937
0.2,False,0.6,0.4,10000000,100000000000000,338,1.18485207100592,1.66307692307692,56.2118343195266
0.25,True,0.6,0.4,50000000,10000000000,105,1.66619047619048,1.66619047619048,59.05
0.2,False,0.75,0.25,1000000000,100000000000000,164,1.17664634146341,1.66682926829268,62.1990853658537
0.15,True,1,0,100000000,1000000000000,570,1.667,1.667,59.6502280701754
0.25,True,0.7,0.3,50000000,10000000000,72,1.67611111111111,1.67611111111111,58.3351388888889
0.1,True,0.9,0.1,1000000000,100000000000000,654,1.69206422018349,1.69206422018349,60.0929663608563
0.1,False,0.8,0.2,1000000000,100000000000000,658,1.45860182370821,1.71957446808511,59.7289817629179
0.2,False,0.4,0.6,1000000000,100000000000000,290,1.039,1.72510344827586,60.3462413793103
0.15,True,0.85,0.15,50000000,10000000000,378,1.72978835978836,1.72978835978836,59.524126984127
0.2,True,1,0,50000000,10000000000,223,1.7409865470852,1.7409865470852,58.2966816143498
0.25,False,0.85,0.15,1,100000000000000,125,0.36504,1.79096,52.00256
0.25,False,0.85,0.15,1000000,100000000000000,125,0.36504,1.79096,52.00256
0.15,True,0.95,0.05,50000000,10000000000,395,1.79959493670886,1.79959493670886,60.5048860759494
0.15,True,0.85,0.15,1000000000,100000000000000,368,1.81804347826087,1.81804347826087,61.6879891304348
0.15,False,0.7,0.3,1000000000,100000000000000,372,1.45118279569892,1.82376344086021,61.2895698924731
0.15,True,0.75,0.25,1000000000,100000000000000,369,1.83590785907859,1.83590785907859,63.1452845528455
0.15,True,1,0,50000000,10000000000,418,1.83856459330144,1.83856459330144,60.2862200956938
0.15,True,0.8,0.2,1000000000,100000000000000,367,1.87400544959128,1.87400544959128,62.9446321525886
0.25,False,0.9,0.1,1,100000000000000,130,1.57130769230769,1.88592307692308,53.0783076923077
0.25,False,0.9,0.1,1000000,100000000000000,130,1.57130769230769,1.88592307692308,53.0783076923077
0.25,False,0.85,0.15,10000000,100000000000000,119,0.547058823529412,1.88613445378151,52.9412605042017
0.2,False,1,0,1000000000,100000000000000,216,1.24157407407407,1.93490740740741,60.6492592592593
0.2,False,0.6,0.4,100000000,1000000000000,298,1.59865771812081,1.93741610738255,59.0612751677852
0.25,False,0.8,0.2,1,100000000000000,116,0.323448275862069,1.98060344827586,53.4499137931035
0.25,False,0.8,0.2,1000000,100000000000000,116,0.323448275862069,1.98060344827586,53.4499137931035
0.2,False,0.95,0.05,1000000000,100000000000000,195,1.20476923076923,1.9994358974359,61.0241538461538
0.3,True,0.9,0.1,50000000,10000000000,24,2.00041666666667,2.00041666666667,58.3308333333333
0.25,False,0.9,0.1,10000000,100000000000000,122,1.87377049180328,2.01360655737705,54.9190983606557
0.35,True,0.6,0.4,50000000,10000000000,12,2.02166666666667,2.02166666666667,58.3333333333333
0.25,False,0.7,0.3,1,100000000000000,120,-0.1825,2.0255,54.9975
0.25,False,0.7,0.3,1000000,100000000000000,120,-0.1825,2.0255,54.9975
0.25,False,1,0,1000000000,100000000000000,89,1.24719101123596,2.02898876404494,52.8083146067416
0.15,False,0.75,0.25,1000000000,100000000000000,369,1.65653116531165,2.03479674796748,63.1452845528455
0.25,False,0.8,0.2,10000000,100000000000000,111,0.481351351351352,2.0745045045045,54.0563963963964
0.25,False,0.7,0.3,10000000,100000000000000,116,0.0277586206896548,2.1076724137931,56.033275862069
0.2,False,0.7,0.3,1000000000,100000000000000,177,1.58327683615819,2.10943502824859,62.1500564971751
0.25,False,0.95,0.05,1000000000,100000000000000,76,1.26144736842105,2.11842105263158,55.2664473684211
0.25,False,0.75,0.25,1,100000000000000,115,0.512086956521739,2.17626086956522,55.6524347826087
0.25,False,0.75,0.25,1000000,100000000000000,115,0.512086956521739,2.17626086956522,55.6524347826087
0.35,True,0.9,0.1,10000000,1000000000,9,2.24444444444444,2.24444444444444,66.6677777777778
0.25,False,0.75,0.25,10000000,100000000000000,110,0.692272727272728,2.27972727272727,56.362
0.35,True,0.75,0.25,1,100000000000000,14,2.385,2.385,57.1464285714286
0.35,True,0.75,0.25,1000000,100000000000000,14,2.385,2.385,57.1464285714286
0.25,False,0.85,0.15,100000000,1000000000000,93,1.60376344086022,2.54720430107527,56.9908602150538
0.25,False,0.9,0.1,100.000.000,1000000000000,97,2.32639175257732,2.5480412371134,58.7611340206186
0.2,False,0.6,0.4,1000000000,100000000000000,210,1.6717619047619,2.59433333333333,61.9088571428572
0.25,False,0.7,0.3,100000000,1000000000000,96,1.539375,2.71770833333333,60.4147916666667
0.35,True,0.75,0.25,10000000,100000000000000,13,2.80692307692308,2.80692307692308,61.5415384615385
0.3,True,0.75,0.25,10000000,1000000000,14,2.82642857142857,2.82642857142857,71.4307142857143
0.25,False,0.8,0.2,100000000,1000000000000,85,1.66764705882353,2.85541176470588,58.8241176470588
0.35,True,0.7,0.3,1,100000000000000,15,2.96133333333333,2.96133333333333,66.6673333333333
0.35,True,0.7,0.3,1000000,100000000000000,15,2.96133333333333,2.96133333333333,66.6673333333333
0.35,True,0.7,0.3,10000000,100000000000000,15,2.96133333333333,2.96133333333333,66.6673333333333
0.25,False,0.75,0.25,100000000,1000000000000,88,1.81113636363636,2.99863636363636,60.2240909090909
0.3,False,1,0,1,100000000000000,75,2.14946666666667,3.06906666666667,53.3337333333333
0.3,False,1,0,1000000,100000000000000,75,2.14946666666667,3.06906666666667,53.3337333333333
0.35,True,0.75,0.25,50000000,10000000000,7,3.11,3.11,57.1428571428571
0.25,False,0.85,0.15,1000000000,100000000000000,66,1.53530303030303,3.14424242424242,54.545
0.35,True,1,0,50000000,10000000000,10,3.146,3.146,79.998
0.3,False,1,0,10000000,100000000000000,70,2.23428571428572,3.28985714285714,54.2872857142857
0.25,False,0.7,0.3,1000000000,100000000000000,68,1.47455882352941,3.34117647058824,60.2911764705882
0.25,False,0.9,0.1,1000000000,100000000000000,67,2.26970149253731,3.46507462686567,56.7146268656716
0.35,True,0.7,0.3,50000000,10000000000,8,3.4925,3.4925,62.5
0.25,False,0.8,0.2,1000000000,100000000000000,60,1.52733333333333,3.54933333333333,55.0016666666667
0.35,True,0.8,0.2,10000000,1000000000,8,3.78625,3.78625,75.00125
0.35,True,0.85,0.15,10000000,1000000000,8,3.78625,3.78625,75.00125
0.25,False,0.75,0.25,1000000000,100000000000000,61,1.69475409836066,3.82229508196721,60.6547540983607
0.35,True,0.9,0.1,50000000,10000000000,7,3.94285714285714,3.94285714285714,71.4314285714286
0.35,True,0.8,0.2,50000000,10000000000,6,4.34833333333333,4.34833333333333,66.6666666666667
0.35,True,0.85,0.15,50000000,10000000000,6,4.34833333333333,4.34833333333333,66.6666666666667
0.3,False,1,0,100000000,1000000000000,53,3.33283018867925,4.3622641509434,56.6018867924528
0.35,True,0.95,0.05,50000000,10000000000,6,5.29,5.29,83.3333333333333
0.35,True,0.75,0.25,10000000,1000000000,7,6.20571428571429,6.20571428571429,85.7142857142857
0.3,False,1,0,1000000000,100000000000000,35,3.18628571428571,6.60685714285714,57.1457142857143
0.35,True,0.7,0.3,10000000,1000000000,7,6.89142857142857,6.89142857142857,85.7142857142857
